museum,collection,GUID,sciname,locuncertain,country,state,locality,date,lat,lon,alt,ssp,age,sex,toel1,toea1,toeb1,toel2,toea2,toeb2,toel3,toea3,toeb3,toel4,toea4,toeb4,toel5,toea5,toeb5,toel6,toea6,toeb6,toem1,toem2,toem3,toem4,toem5,toem6,rlightl1,rlighta1,rlightb1,rlightl2,rlighta2,rlightb2,rlightl3,rlighta3,rlightb3,rlightl4,rlighta4,rlightb4,rlightl5,rlighta5,rlightb5,rlightl6,rlighta6,rlightb6,rlightm1,rlightm2,rlightm3,rlightm4,rlightm5,rlightm6,rdarkl1,rdarka1,rdarkb1,rdarkl2,rdarka2,rdarkb2,rdarkl3,rdarka3,rdarkb3,rdarkl4,rdarka4,rdarkb4,rdarkl5,rdarka5,rdarkb5,rdarkl6,rdarka6,rdarkb6,rdarkm1,rdarkm2,rdarkm3,rdarkm4,rdarkm5,rdarkm6,backl1,backa1,backb1,backl2,backa2,backb2,backl3,backa3,backb3,backl4,backa4,backb4,backl5,backa5,backb5,backl6,backa6,backb6,backm1,backm2,backm3,backm4,backm5,backm6
MSB,Bird,23858,Bubo virginianus pallescens,7874,United States,New Mexico,Artesia Wildlife Area,10/20/2003,32.8536339,-104.4442749,1057.9,pal,adult,F,55.31,8.92,32.41,53.2,9.65,26.7,58.24,8.13,33.52,26.24,31.2,30.62,43.01,19.36,30.49,41.06,24.04,35.87,40.69,39.21,23.17,26.16,20.98,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.61,5.29,10.24,11.69,6,10.32,22.87,4.55,13.04,26.83,4.6,23.1,24.33,4.87,15.33,31.85,4.57,16.18,62.37,47.57,78.2,71.41,64.16,56.39
MSB,Bird,6392,Bubo virginianus pallescens,5063,United States,New Mexico,Maljamar,7/11/1988,32.8562298,-103.7627296,1263.9,pal,adult,M,29.87,6.52,21.26,34.22,5.92,19.56,36.86,7.48,20.97,36.46,7.5,20.93,34.5,7.49,21.74,34.86,7.58,20.77,40.25,41.58,43.05,40.07,40.25,44.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.52,5.27,20.46,19.83,6.07,18.34,13.88,3.5,12.87,19.95,5.21,13.83,12.27,3.28,9.34,18.84,5.01,10.47,68.8,57.55,101.88,82.84,79.69,50.36
MSB,Bird,23846,Bubo virginianus pinorum,6692,United States,New Mexico,"Sacromento Mts. Cloudcroft, 4.5m.S, 2.3 mi W",9/7/2003,32.8703602,-105.7667542,2879.5,pin,adult,F,69.8,2.52,25.4,75.38,3.15,24.54,67.7,4.81,27.92,51.19,4.31,20.49,67.34,4.82,27.87,55.37,3.59,17.46,18.74,11.28,11.69,22.18,15.09,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,5.11,21.72,19.48,4.45,14.8,7.73,3.21,4.62,7.51,1.06,4.35,17.62,2.57,9,5.38,1.61,2.57,65.13,91.51,92.66,65.44,86.39,108.41
MSB,Bird,24308,Bubo virginianus pallescens x Bubo virginianus pinorum,8559,United States,New Mexico,Alamagordo,3/12/2004,32.8726671,-105.9576416,1323.8,hyb,adult,F,39.4,5.01,21.01,31.23,4.84,19.16,37.92,2.85,19.68,40.5,6.38,24.18,30.98,5.24,21.24,34.14,4.61,20.44,44.6,45.98,40.88,40.71,31.26,35.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83,3.74,6.11,14.12,3.21,9.67,13.2,3.25,9.55,6.8,2.19,4.82,14.1,2.4,10.71,19.41,3.3,8.29,79.84,77.09,78.55,95.11,69.41,62.6
MSB,Bird,9335,Bubo virginianus pinorum,8014,United States,New Mexico,Cliff; 7 mi. SE,11/8/1965,32.8904689,-108.5259615,1471.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,26230,Bubo virginianus,16093,United States,New Mexico,Alamogordo,7/9/2007,32.8995323,-105.9602585,1323.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,26861,Bubo virginianus,16496,United States,New Mexico,"Lovington, 12 miles west",8/7/2008,32.94759,-103.55882,1254.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,23847,Bubo virginianus pinorum,4233,United States,New Mexico,"Sacromento Mts. Cloudcroft, 1.6 mi E",9/12/2003,32.9522158,-105.6809235,2657.9,pin,adult,F,77.04,3.96,22.39,72.58,3.2,24.16,77.34,4.06,21.63,67.61,4.4,27,76.34,3.09,28.83,71.96,2.38,26.52,9.52,9.29,8.66,13.07,10.95,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.59,2.88,12.04,14.7,3.73,10.9,8.69,3.18,5.12,8.21,3.21,4.88,13,2.03,8.31,14.49,1.71,10.69,67.55,77.85,78.74,88.21,89.91,87.65
MSB,Bird,23169,Bubo virginianus pinorum,6440,United States,New Mexico,"Cloudcroft, 1 mi E",2/25/2002,32.9573135,-105.7252763,2684.1,pin,adult,M,59.12,4.83,28.71,56.9,4.25,29.35,55.6,6.57,28.51,54.88,4.73,25.52,53.96,6.77,32.12,56.75,6.42,29.53,18.5,21,29.7,22.28,23.95,29.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31,2.03,7.3,10.25,2.81,7.61,8.2,2.33,5.66,7.65,2.49,4.53,4.64,0.82,2.81,7.25,2.27,5.09,103.57,87.77,114.61,84.8,85.67,107.27
MSB,Bird,9679,Bubo virginianus pallescens,5739,United States,New Mexico,"Tularosa, 2 mi S, hgw. 54",4/17/1993,33.0351469,-106.0256195,1336.3,pal,adult,M,66.4,4.13,25.1,59.66,3.57,21.55,65.16,1.98,25.61,53.31,-0.91,14.96,46.09,-0.41,18.47,62.44,1.59,28.78,19.25,16.18,27.18,26.43,22.83,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.29,3.61,11.94,24.78,3.48,11.14,26.91,2.32,20.7,10.98,3.91,9.84,6.61,0.99,3.87,20.69,3.87,13.78,107.76,82.28,58.45,86.26,91.64,53.14
MSB,Bird,22914,Bubo virginianus pallescens,8062,United States,New Mexico,"Truth or Consequences, 5+/- mi S",1/31/2001,33.0616224,-107.2485352,1374,pal,adult,F,49.46,5.34,21.28,64.82,3.63,29.22,51.48,2.87,27.78,62.19,-1.61,29.37,61.67,0.69,23.3,47.46,2.43,18,23.39,16.36,15.25,21.07,17.69,18.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.38,3.37,8.62,14.8,3.46,13.1,14.85,3.34,14.16,14.21,4.71,8.74,12.07,2.06,8.15,10.67,2.95,6.83,86.56,91.64,92.66,72.81,98.16,79.65
MSB,Bird,6262,Bubo virginianus pinorum,12272,United States,New Mexico,"San Mateo Mts, Hwy 51north of Redrock Exit",12/18/1988,33.1300763,-107.1422768,1481.2,pin,adult,M,45.5,12.4,26.17,44.73,8.74,33.75,60.72,4.68,25.31,50.82,6.55,29.95,62.37,5.48,27.34,56.38,7.57,34.27,28.84,18.59,19.61,25.76,27.45,21.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28,6.01,15.13,12.05,4.42,11.28,4.24,0.29,2.56,13.3,2.97,11.65,6.73,1.51,4.73,13.25,3.11,10.62,86.57,83.46,94.16,89.62,108.84,74.07
MSB,Bird,22415,Bubo virginianus,5063,United States,New Mexico,Truth or Consequences,3/17/2000,33.1351075,-107.2504234,1308.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4264,Bubo virginianus,5063,United States,New Mexico,Truth or Consequences,12/1/1969,33.1351075,-107.2504234,1308.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,9724,Bubo virginianus pallescens,2964,United States,New Mexico,"Truth or Consequences; ""2 mi NW""",4/24/1993,33.1489241,-107.277197,1387.9,pal,adult,F,57.22,6.39,25.04,55.11,4.41,23.7,72.66,2.37,26.61,56.09,3.1,30.1,53.82,6.43,30.19,52.98,6.01,29.14,19.32,22.83,24.81,20.09,20.28,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1.57,11.86,30.24,4.06,11.01,16.65,1.14,9.81,23.85,2.13,11.9,17.23,2.44,10,18.14,4,8.17,85.38,63.42,69.05,62.73,59.88,62.9
MSB,Bird,17290,Bubo virginianus,174.407679,United States,Arizona,Gila River & Maricopa Road,3/28/1976,33.168497,-112.006809,341.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,152,Bubo virginianus,8939,United States,New Mexico,Winston; 9 mi S and E,2/25/1950,33.2543922,-107.5372336,1710.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,14758,Bubo virginianus pacificus,6832,United States,California,"Bonsall area, near San Luis Rey college",1/6/1963,33.285016,-117.219689,57.3,pac,adult,F,24.44,6.75,22.04,22.03,5.06,20.67,21.18,6.76,17.36,24.72,3.35,3.35,30.02,4.05,21.06,25.38,3.51,21.83,57.06,53.7,53.7,63.78,61.36,69.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98,4.1,8.47,14.01,4.06,13.94,10.78,2.65,8.75,8.31,2.03,7.3,7.3,2.13,5.87,5.44,1.48,3.29,78.89,81.74,89.02,104.47,86.56,98.16
MSB,Bird,5270,Bubo virginianus,122318,United States,New Mexico,"6.4 mi S, 13 mi W",9/2/1979,33.3050804,-104.4289131,1081.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,26579,Bubo virginianus,3219,United States,New Mexico,Ruidoso,8/30/2007,33.331749,-105.6730423,2050.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,11218,Bubo virginianus occidentalis,23525,United States,New Mexico,Elephant Butte Lake,6/15/1932,33.3488848,-107.1812439,1352.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,9438,Bubo virginianus pinorum,23525,United States,New Mexico,Elephant Butte Lake,10/4/1992,33.3488848,-107.1812439,1352.1,pin,adult,M,63.83,6.71,25.88,58.36,6.7,31.55,70.47,5.97,30.94,65.88,7.09,35.9,69.85,6,26.58,59.23,2.81,27.64,14.06,17.24,15.31,19.69,16.04,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11,0.77,6.31,15.58,4.64,8.92,15.6,6.03,14.54,10.19,2.97,6.66,14.42,4.16,13.07,21.51,3.97,12.82,80.88,73.51,73.73,99.77,80.38,71.04
MSB,Bird,10936,Bubo virginianus,23525,United States,New Mexico,Elephant Butte Lake,6/15/1932,33.3488848,-107.1812439,1352.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,19453,Bubo virginianus,23525,United States,New Mexico,Elephant Butte Lake,8/14/1999,33.3488848,-107.1812439,1352.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,12064,Bubo virginianus,23525,United States,New Mexico,Elephant Butte Lake,6/15/1932,33.3488848,-107.1812439,1352.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29098,Bubo virginianus,4812,United States,New Mexico,Roswell vic.,10/22/2009,33.38946,-104.53061,1092.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,26142,Bubo virginianus,11265,United States,New Mexico,Roswell,5/17/2007,33.3942642,-104.5230255,1089.3,oth,chick,F,47.89,2.73,24.58,55.37,3.76,29.16,47.54,4.73,21.91,47.83,2.17,24.52,46,2,26.26,51.12,3.53,26.86,31.34,20.76,27.91,31.72,31.95,32.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.33,3.55,17.93,22.7,3.09,20.54,21.28,8.19,16.4,42.49,7.67,22.55,29.17,4.93,18.97,24.17,9.13,12.64,69.49,69.49,87.84,58.02,76.4,50.68
MSB,Bird,26141,Bubo virginianus,11265,United States,New Mexico,Roswell,6/8/2007,33.3942642,-104.5230255,1089.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,21269,Bubo virginianus pinorum,2880,United States,New Mexico,I-25 near Elephant Butte,2/16/1999,33.5007511,-107.2080231,1524.4,pin,adult,M,53.69,6.09,28.27,61.98,4.22,28.96,53.92,6.88,31.18,54.02,4.55,37.81,49.92,2.36,27.6,44.87,3.11,32.28,20.48,18,21.67,17.51,23.11,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39,2.75,7.4,10.27,1.01,10.11,10.78,2.65,8.75,5.06,1.42,3.08,8.12,1.62,5.57,11.07,2.24,6.88,78.89,83.94,101.83,97.77,71.1,79.65
MSB,Bird,18029,Bubo virginianus subarcticus,16093,United States,New Mexico,Bitter Lake National Wildlife Refuge,2/22/1994,33.602314,-104.4119186,1079.1,subarcticus,adult,F,65.27,6.66,26.06,78.26,4.1,25.04,67.53,5.64,29.71,64.45,5.63,25.86,60.57,3.74,24.32,64.67,5.73,29.39,13.04,13.32,14.73,15.89,17.2,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.11,5.9,23.18,29.06,7.31,20.21,18.71,4.49,9.35,23.24,1.52,17.08,13.12,2.57,9.48,14.21,4.71,8.74,39.35,41.31,65.77,53.98,53.14,50.06
MSB,Bird,7566,Bubo virginianus pinorum,10088,United States,New Mexico,near Reserve,3/8/1991,33.7131081,-108.7578392,1759.2,pin,adult,M,57.87,3.49,22.18,51.41,3.32,19.53,41.11,3.15,26.96,41.11,3.15,26.96,39.36,5.82,19.15,39.48,2.62,26.81,20.09,24.95,22.01,38.75,34.39,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76,2.95,11.77,15.43,3.3,8.77,5.44,1.48,3.29,8.18,1.47,6.4,10.84,2.51,9.67,9.02,0.9,5.99,93,90.97,86.26,85.67,87.47,95.51
MSB,Bird,6261,Bubo virginianus,95942,United States,New Mexico,Hwy 37,9/1/1987,33.7402213,-105.6263466,2068.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,5567,Bubo virginianus lagophonus x Bubo virginianus pinorum,32233,United States,New Mexico,"Socorro; ""20 mi S""",10/29/1984,33.760882,-106.8914795,1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,14137,Bubo virginianus pallescens x Bubo virginianus pinorum,12698,United States,New Mexico,"Bosque del Apache NWF, 17 mi S. Headquarters",7/15/1993,33.7996912,-106.8681335,1375.4,hyb,adult,M,75.59,2,29.48,73.37,2.97,25.92,71.92,2.49,25.68,64.25,4.81,24.02,75.62,1.29,31.12,74.86,3.34,26.99,13.54,9.29,9.35,14.38,9.65,11.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.81,4.59,14.57,6.94,3.63,5,27.7,0.16,23.93,5.48,1.35,3.97,12.23,1.64,11.16,11.57,0.43,9.86,60.86,81.74,51.37,88.71,65.96,73.69
MSB,Bird,21660,Bubo virginianus,1609,United States,New Mexico,Bosque del Apache NWR,4/30/1999,33.8000641,-106.8672485,1375.4,oth,chick,F,53.62,0.68,23.18,59.65,2.92,22.37,52.45,0.8,22.14,45.28,0.38,16.59,51.8,0.85,17.56,47.38,1.53,12.5,22.89,32.33,35.55,22.77,24.29,25.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,9981,Bubo virginianus pallescens,12749,United States,New Mexico,Bosque del Apache NWF,8/4/1993,33.8002618,-106.8681335,1375.4,pal,adult,M,78.3,2.25,13.58,81.54,1.85,16.47,75.43,7.06,15.17,77.85,2.88,15.95,69.45,3.02,14.57,79.43,1.39,16.07,5.82,8.47,5.12,4.07,11.73,8.03,40.63,2.5,13.36,43.01,0.96,16.33,51.54,3.26,15.97,39.09,1.01,15.8,29.51,3.08,13.75,31.98,3.01,14.07,48.78,66.11,100.22,66.95,54.24,66.11,7.64,,5.28,5.06,1.42,3.08,4.3,1.42,2.06,5,0.85,3.01,5.54,1.97,4.05,3.92,1.47,1.29,109.1,114.83,102.85,110.92,110.92,113.32,16.29,3.94,14.47,21.06,6.22,16.2,29.87,3.68,18.92,25.32,7.44,21.03,9.65,3.14,5.52,18.47,4.29,6.19,57.26,65.28,60.21,87.09,67.98,63.37
MSB,Bird,17288,Bubo virginianus,12889,United States,Arizona,Tonto basin,3/14/1965,33.8317451,-111.2945862,682.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4577,Bubo virginianus,5458,United States,New Mexico,"Mesa; ""6.4 mi S, 13 mi W""",9/2/1979,33.8913959,-104.8710198,1355.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,7684,Bubo virginianus,32663,United States,New Mexico,Corona; ca. 20 mi. S,9/29/1991,33.9615862,-105.5950927,1934.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,22357,Bubo virginianus pallescens,218,United States,New Mexico,Bosquecito,6/26/1999,33.9764457,-106.8517721,1394.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,23765,Bubo virginianus pinorum,582,United States,New Mexico,Luis Lopez,5/18/2002,33.9889545,-106.8853035,1398.6,pin,adult,F,44.09,5.8,14.21,61.05,2.77,27.84,63.65,3.48,22.09,60.89,3.84,23.49,59.38,6.7,18.39,65.03,2.94,22.23,20.87,20.7,20.93,18.1,16.19,15.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31,2.67,8.53,15,4.69,14.3,9.69,1.29,8.11,9.21,1.3,7.84,13.21,4.08,8.54,22.91,6.1,11.14,97.63,84.65,86.14,90.38,89.28,67.7
MSB,Bird,14755,Bubo virginianus pinorum,1546,United States,Arizona,3 mi South Hell Canyon Hwy 89,8/23/1970,33.9977234,-112.3948975,687.9,pin,adult,M,50.91,4.75,21.4,54.63,6.48,24.74,52.22,4.51,18.86,48.32,5.38,21.14,44.15,6.58,26.49,46.7,8.54,14.89,20.08,27.11,17.84,27.33,27.76,22.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.76,3.02,6.02,6.92,2.77,5.65,5.44,1.48,3.29,7.18,1.56,5,4.29,0.79,2.62,10.86,3.35,8.84,109.67,96.23,107.8,95.2,86.82,106.9
MSB,Bird,29671,Bubo virginianus,4828,United States,New Mexico,Socorro,2/10/2007,34.0583992,-106.8914108,1403.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,7471,Bubo virginianus pallescens x Bubo virginianus virginianus,6931,United States,New Mexico,"Portales; 5 mi. S, 11 mi. W",1/23/1989,34.096829,-103.5574157,1277.4,pal,adult,M,48.41,6.29,27.8,40.34,3.85,25.95,47.04,4.1,27.49,40.93,4.78,28.1,47.45,8.04,27.87,48.45,6.19,28.76,34.08,26.88,38.88,31.87,35.54,34.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,6.22,18.81,8.33,2.89,6.59,15.26,3.44,13.18,4.69,1.36,2.88,13.8,4.59,9.77,7.18,1.56,5,58.51,69.36,87.16,86.31,92.96,109.92
MSB,Bird,7470,Bubo virginianus,6931,United States,New Mexico,"Portales; 5 mi. S, 11 mi. W",1/23/1989,34.096829,-103.5574157,1277.4,pal,adult,F,30.75,8.44,26.88,27.1,10.11,25.8,29.14,12.29,28.27,31.23,9.03,26.94,34.84,7.35,29.11,39.83,8.84,29.4,60.32,42,53.76,42.61,37.86,33.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8.54,16.9,9.22,2.15,7.06,7.77,2.19,6.18,9.22,2.15,7.06,6.8,2.19,4.82,10.64,1.27,8.59,86.59,83.86,76.34,69.17,67.33,96.36
MSB,Bird,4245,Bubo virginianus pinorum,8047,United States,New Mexico,Datil,11/5/1977,34.1450577,-107.8436737,2251.1,pin,adult,F,45.89,6,31.53,40.37,7.93,26.3,41.42,3.35,24.99,36.15,5.78,25.83,39.22,6.41,30.24,35.64,5.31,24.72,47.32,50.88,37.95,50.64,44.53,36.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15,5.96,10.51,9.81,1.85,9.06,10.51,3.93,9.59,9.77,2.83,7.4,10.65,2.1,7.72,16.95,2.83,12.19,59.99,81.09,94.92,105.34,108.28,64.19
MSB,Bird,7595,Bubo virginianus pallescens,8047,United States,New Mexico,Datil,7/3/1991,34.1450577,-107.8436737,2251.1,pal,adult,F,57.26,5.36,34.15,61.46,2.65,28.77,57.62,3.59,30.29,40.45,0.99,25.73,58.69,3.67,29.47,56.79,3.18,29.25,22.35,18.75,20.15,31.94,19.57,29.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.29,3.61,11.94,21.81,2.68,12.74,22.65,1.15,14.82,21.82,3.45,11.76,17.5,2.56,14.45,24.02,2.49,14.03,79.14,63.42,63.78,55.86,63.78,60.7
MSB,Bird,6040,Bubo virginianus,420217,United States,New Mexico,No specific locality recorded.,3/23/1985,34.1656598,-106.0253796,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,23137,Bubo virginianus,420217,United States,New Mexico,No specific locality recorded.,6/8/1996,34.1656598,-106.0253796,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4202,Bubo virginianus,420217,United States,New Mexico,No specific locality recorded.,2/28/2006,34.1656598,-106.0253796,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,14249,Bubo virginianus pallescens x Bubo virginianus virginianus,1526,United States,New Mexico,Portales; Eastern New Mexico University,1/27/1993,34.1791455,-103.3496761,1221.6,pal,adult,M,72.16,4.4,26.73,69.81,3.76,23.82,69.84,2.41,26.25,51.04,4.41,24.14,60.85,4.36,27.96,49.48,3.9,23.91,10.83,10.63,16.44,27.83,21.6,25.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.38,3.37,8.62,13.77,6.16,13.99,8.95,3.44,7.81,7.12,4.13,6.55,16.52,5.05,16.79,12.23,1.64,11.16,96.79,73.41,88.69,75.98,62.77,85.01
MSB,Bird,6795,Bubo virginianus pallescens x Bubo virginianus pinorum,177,United States,New Mexico,I-25 at San Acacia exit,6/15/1990,34.2538999,-106.9086993,1421.8,hyb,adult,F,35.39,4.45,21.55,30.5,6.48,11.29,41.85,4.93,16.55,36.83,3.34,20.59,26.35,5.04,13.53,36.08,3.25,21.51,45.09,50.95,36.33,43.73,43.92,49.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.32,2.88,16.97,20.97,7.87,19.7,16.21,2.75,7.76,12.46,0.56,9.16,19.23,2.63,13.51,19.4,2.51,9.25,76.89,89.59,100.03,115.77,77.71,80.5
MSB,Bird,21659,Bubo virginianus pallescens x Bubo virginianus pinorum,1825,United States,New Mexico,San Acacia; 14 mi N of Socorro,9/16/1999,34.2553425,-106.8994713,1424.5,hyb,adult,M,63.84,4.3,23.92,69.92,1.84,22.81,63.87,2.93,26.41,71.14,4.58,21.58,71.93,3.72,24.11,55.87,5.69,22.13,20.31,20.74,13.07,10.24,11.41,11.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.79,2.39,16.42,14.8,3.46,13.1,17.73,5.34,13.61,11.33,3.33,9.03,14.68,2.92,11.95,16.87,1.39,13.17,70.41,63.91,82.79,80.79,80.79,97.86
